name,status,nvar,nvar_bin,nvar_int,nvar_cont,ncons,nnz,group,obj,tags
supportcase34,easy,17879,11196,6682,1,15170,748887,--,83.99999986,benchmark_suitable aggregations precedence variable_bound set_partitioning cardinality invariant_knapsack knapsack integer_knapsack mixed_binary general_linear
supportcase35,open,12941,576,0,12365,6334,29908,--,-314.500022917186*,numerics precedence variable_bound mixed_binary
supportcase37,easy,20047,1484,0,18563,59023,135627,--,-1048.96,benchmark_suitable aggregations precedence variable_bound set_partitioning set_packing invariant_knapsack mixed_binary
supportcase38,open,6296679,2505,0,6294174,4231124,15728584,--,32873.9683458331*,numerics aggregations precedence variable_bound mixed_binary
supportcase39,open,1025,0,1024,1,16384,398774,--,-1085069.602859*,general_linear
supportcase4,easy,3162,3162,0,0,9492,38036,--,0,binary feasibility benchmark_suitable aggregations precedence variable_bound invariant_knapsack knapsack mixed_binary
supportcase40,easy,16440,2000,0,14440,38192,104420,--,24256.3122898,benchmark decomposition benchmark_suitable precedence variable_bound set_packing mixed_binary
supportcase41,open,4725,2000,0,2725,28923,221321,--,32.03376809388*,precedence variable_bound mixed_binary
supportcase42,easy,19466,0,1026,18440,18439,435653,--,7.75863072227,benchmark benchmark_suitable precedence variable_bound general_linear
supportcase43,easy,209232,201,0,209031,215032,1044485,--,0,feasibility benchmark_suitable variable_bound mixed_binary
supportcase6,easy,130052,130051,1,0,771,584976,--,51906.47737,benchmark benchmark_suitable set_partitioning cardinality general_linear
supportcase7,easy,138844,451,14,138379,6532,2845545,--,-1132.223177,benchmark benchmark_suitable precedence variable_bound invariant_knapsack mixed_binary
swath,hard,6805,6724,0,81,884,34965,swath,467.407491,set_partitioning cardinality mixed_binary
swath1,easy,6805,2306,0,4499,884,34965,swath,379.07129575,benchmark benchmark_suitable mixed_binary
swath2,easy,6805,2406,0,4399,884,34965,swath,385.19969295,benchmark_suitable mixed_binary
swath3,easy,6805,2706,0,4099,884,34965,swath,397.76134365,benchmark benchmark_suitable mixed_binary
t11nonreg,easy,4596905,4570985,8640,17280,27375,46841437,--,1029039.49999997,aggregations set_partitioning general_linear
t1717,open,73885,73885,0,0,551,325689,--,158260*,binary set_partitioning
t1722,open,36630,36630,0,0,338,133096,--,109137*,binary set_partitioning
ta1-UUM,easy,2288,0,605,1683,439,5654,network_design,7518328.2,decomposition numerics aggregations mixed_binary general_linear
ta2-UUE,easy,9241,1188,0,8053,2687,26533,network_design,37871728.59,numerics aggregations set_packing mixed_binary
tanglegram4,easy,56048,56048,0,0,110404,331212,huefner,10696,binary benchmark_suitable set_covering invariant_knapsack
tanglegram6,easy,9182,9182,0,0,17712,53136,huefner,1224,binary benchmark_suitable set_covering invariant_knapsack
tbfp-bigm,hard,2406,2404,0,2,35999,74338,--,24.163194443,variable_bound set_partitioning
tbfp-network,easy,72747,72747,0,0,2436,215837,--,24.16319444,benchmark binary benchmark_suitable set_partitioning cardinality
Test3,easy,72215,33143,0,39072,50680,617867,--,2673520.21135,numerics aggregations variable_bound set_partitioning binpacking knapsack mixed_binary
thor50dday,hard,106261,53131,0,53130,53360,212060,--,40417,benchmark decomposition benchmark_suitable variable_bound mixed_binary
timtab1,easy,397,77,94,226,171,829,timtab,764771.99999978,benchmark benchmark_suitable aggregations mixed_binary general_linear
timtab1CUTS,easy,397,77,94,226,371,1742,timtab,764771.999999786,benchmark_suitable aggregations precedence variable_bound invariant_knapsack mixed_binary general_linear
tokyometro,open,4537,2496,2041,0,7719,26958,--,8263.099999999999*,aggregations precedence variable_bound set_partitioning equation_knapsack mixed_binary general_linear
toll-like,easy,2883,2883,0,0,4408,13224,huefner,610,binary benchmark_suitable set_covering invariant_knapsack
tpl-tub-ss16,hard,595066,570303,0,24763,901872,3687098,--,150501,aggregations precedence variable_bound set_partitioning set_packing invariant_knapsack binpacking knapsack mixed_binary
tpl-tub-ws1617,open,747601,713749,0,33852,1154615,4720567,--,121108.0*,aggregations precedence variable_bound set_partitioning set_packing invariant_knapsack binpacking knapsack mixed_binary
tr12-30,easy,1080,360,0,720,750,2508,--,130596,benchmark decomposition benchmark_suitable aggregations variable_bound mixed_binary
traininstance2,hard,12890,5278,2602,5010,15603,41531,traininstance,71820,benchmark decomposition benchmark_suitable aggregations precedence variable_bound set_partitioning cardinality invariant_knapsack mixed_binary general_linear
traininstance6,easy,10218,4154,2056,4008,12309,32785,traininstance,28290,benchmark benchmark_suitable aggregations precedence variable_bound set_partitioning cardinality invariant_knapsack mixed_binary general_linear
transportmoment,easy,9685,2456,0,7229,9616,29541,--,-3063103721.717,numerics aggregations variable_bound mixed_binary
trento1,easy,7687,6415,0,1272,1265,93571,--,5189487,benchmark benchmark_suitable mixed_binary general_linear
triptim1,easy,30055,20456,9592,7,15706,515436,triptim,22.8680999999999,benchmark benchmark_suitable aggregations precedence variable_bound set_partitioning set_packing set_covering invariant_knapsack general_linear
triptim2,hard,27326,20776,6543,7,14427,521898,triptim,12.0051,aggregations precedence variable_bound set_partitioning set_packing set_covering cardinality invariant_knapsack general_linear
triptim4,hard,27226,18537,8682,7,14361,520532,triptim,9.81809999980032,aggregations precedence variable_bound set_partitioning set_packing set_covering invariant_knapsack general_linear
triptim7,hard,27342,18619,8716,7,14427,521944,triptim,2566.02,aggregations variable_bound set_partitioning set_packing set_covering invariant_knapsack mixed_binary general_linear
triptim8,hard,27342,18619,8716,7,14427,521945,triptim,2566.06599999964,aggregations variable_bound set_partitioning set_packing set_covering invariant_knapsack mixed_binary general_linear
tw-myciel4,hard,760,759,1,0,8146,27961,--,10,aggregations precedence variable_bound invariant_knapsack general_linear
uc720-7-4-4-8,easy,1405278,269009,0,1136269,4308353,11856350,--,Infeasible,infeasible numerics aggregations precedence variable_bound set_partitioning set_packing cardinality invariant_knapsack binpacking mixed_binary
uccase10,open,110818,16800,0,94018,196498,787045,uccase,39134.295915*,aggregations precedence variable_bound mixed_binary
uccase12,easy,62529,9072,0,53457,121161,419447,uccase,11507.4050616,benchmark benchmark_suitable aggregations precedence variable_bound mixed_binary
uccase7,hard,33020,7224,0,25796,47132,335644,uccase,26834.28427331,aggregations precedence variable_bound set_partitioning invariant_knapsack binpacking knapsack mixed_binary
uccase8,easy,37413,9576,0,27837,53709,214625,uccase,11167.74532,benchmark_suitable aggregations variable_bound set_partitioning invariant_knapsack binpacking knapsack mixed_binary
uccase9,easy,33242,8064,0,25178,49565,332316,uccase,10993.131409,benchmark benchmark_suitable aggregations precedence variable_bound set_partitioning invariant_knapsack binpacking knapsack mixed_binary
uct-subprob,easy,2256,379,0,1877,1973,10147,--,314,benchmark benchmark_suitable aggregations variable_bound set_partitioning set_packing mixed_binary
umts,easy,2947,2802,72,73,4465,22872,--,30090328,decomposition benchmark_suitable aggregations precedence variable_bound set_partitioning set_covering cardinality invariant_knapsack knapsack mixed_binary general_linear
unitcal_7,easy,25755,2856,0,22899,48939,127595,--,19635558.244,benchmark benchmark_suitable precedence variable_bound mixed_binary general_linear
usAbbrv-8-25_70,hard,2312,1681,0,631,3291,9628,--,120,precedence invariant_knapsack knapsack mixed_binary
usafa,open,228648,216357,12291,0,1377561,16485102,--,160.1671357657*,aggregations precedence variable_bound set_partitioning set_packing invariant_knapsack binpacking integer_knapsack general_linear
v150d30-2hopcds,hard,150,150,0,0,7822,103991,2hopcds,41,binary variable_bound set_covering
van,open,12481,192,0,12289,27331,487296,--,4.57384993378808*,precedence variable_bound mixed_binary
var-smallemery-m6j6,easy,5608,5606,0,2,13416,850621,--,-149.37501,benchmark benchmark_suitable precedence invariant_knapsack mixed_binary
vpphard,easy,51471,51471,0,0,47280,372305,--,5,binary decomposition benchmark_suitable set_partitioning cardinality invariant_knapsack
vpphard2,easy,199999,199999,0,0,198450,648340,--,81,binary decomposition benchmark_suitable set_partitioning cardinality invariant_knapsack
wachplan,easy,3361,3360,1,0,1553,89361,--,-8,benchmark benchmark_suitable variable_bound set_partitioning set_packing set_covering invariant_knapsack mixed_binary general_linear
wnq-n100-mw99-14,hard,10000,10000,0,0,656900,1333400,--,259,binary variable_bound set_covering
woodlands09,hard,382147,382119,28,0,194599,2646003,timetabling,0,aggregations variable_bound set_partitioning set_packing set_covering cardinality invariant_knapsack equation_knapsack general_linear
xmas10,open,8100,900,0,7200,9080,43635,--,-495*,aggregations variable_bound cardinality invariant_knapsack binpacking knapsack mixed_binary
xmas10-2,open,8100,900,0,7200,8184,35561,--,-497*,aggregations variable_bound cardinality invariant_knapsack binpacking knapsack mixed_binary
z26,open,17937,17937,0,0,850513,1715613,--,-1192.0*,binary variable_bound set_packing
zeil,open,70116,5314,0,64802,81558,1628941,--,1109.55*,precedence variable_bound mixed_binary
